Sentence,Label
 Can you include me on your distribution list re.,2

 (1)  Please verify that the Break Date is 3/28/11.,2

 David- can you get w/ Sharon Sullo and provide this.,2

 Please use your,2

 Please add Financial and Control group to these book requests if they are missing.,2

" etc.), please respond to this e-mail ASAP.",2

 Can you go to this meeting?,2

" Please reserve Thursday, October 19, 2000 from 8",2

" Please call me, if it doesn't make sense.",2

 Please call him at home.,2

 Could you give me a call at your convenience?,2

 check this out and see what they,2

 Please make sure that Suzanne understands the plan and that you John,2

 Call me to discuss your interests.,2

" To reply to our email administrator directly, please send an",2

 please note and add to my schedule.,2

 give me a call when you get a chance,2

 Please make changes and return two original executed agreements.,2

 Please review these changes which are noted in the red-line version,2

 Could you send me the document and I'll get the,2

 Could you please confirm this?,2

" was sent, can you send Savita & I the final",2

 Call me when you feel like it and I tell you more.,2

 the more you can swap.)  Please have each dozen in a zip-lock type bag.,2

" together, please check out the chapter's web site at",2

 Please call me to see if we can agree on the total nom.,2

 Please advise on how you recommend moving forward.,2

" Please, see the sheet Allocations.",2

 Please get it signed and the final distributed to us before April 30th.,2

" Accordingly, if you have not already done so, please forward",2

 Please look over and let me know your thoughts.,2

 Please call me at (713) 221-1131 with your questions or,2

 Please verify spelling of,2

" Please have someone look at the following, including my request at the bottom.",2

 Please do provide comments regarding simplified label names.,2

" been set up, then please create the deal.",2

 Would you print off enough colour copies for the Houston attendees?,2

" Please direct any responses to my paralegal, Tana Jones, via intercompany=",2

 Please call me for further  background.,2

" If the link above isn't active, please enter or copy the following address into your web browser",2

 Give me a call when you get a,2

 Please delete the duplicate,2

" In accordance with our monthly power testing, please provide the deal ticket",2

 Please copy Kim and me on your email.,2

" Please call the above no. at 4PM UK Time, 10AM US Time.",2

 PLEASE CONFIRM THIS .,2

 can you please ch the time to 2,2

 Maureen - please schedule.,2

 Please pass the kudos,2

 Please confirm your availability with a response and don't hesitate to call,2

 Please restore the below referenced file as requested.,2

 Please review and set up a meeting with me to establish a plan for this,2

 participate---they quite respectfully call me and eMail me very,2

" deal, please make sure that your audience (traders, myself, etc.) knows that",2

 Can you check with Matt.,2

 either give me a call later or email me back w/ your thoughts...,2

 interested please send MS Word .doc resume to,2

" Also, please print the attachment and fax it to",2

 Richfield Co.)  Can you give me contact names and phone numbers so that i can,2

 Please take a look at him and let me know if you have any,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" department as of October 1st, please provide us with your new information and",2

" Kim make sure you brief me about this on Monday,",2

 base of the contract   Could you please send a draft of the confirmation to,2

 ould you please advise me of the right Enron person.,2

 Please put me on the payroll list w/ the other  Hourly guys that had to work on the Company holiday.,2

 Would you please give me your bid for these volumes at GGT Appalchia.,2

" You risk nothing by enrolling now, review the plan in the comfort of your home for a full 30 days, make an appointment and use the plan.",2

" page, make a list, and send it via e-mail to Andy Zabriskie, Accounts Payable",2

 Can you please furnish me with your full postal  address so that I can send,2

 Please read the attached.,2

" r other tips and tricks, check out The Little Palm Book  by Corbin Collins.",2

" PS  Please respond to Virginia on this, whether you did the deal or not.",2

 Please RSVP to Constance Charles at 3-5614 or by email no later than,2

 TK - Could you please enter the discounted rate into CBS for PNM's new FT # 27606 beginning 10/01/01?,2

" In anticipation of the imminent closing of the UBSW Energy transaction, please have all outstanding employee expenses in your possession filed through Enron's XMS system as soon as possible.",2

 work to stand in the Enron lobby (or send my secretary to do it for me).,2

 Please call and lets discuss.,2

 Please arrange to pick up your packet by 5,2

 Please also confirm the following.,2

 CAn you give me some more details?,2

 Could you answer me BEFORE,2

 Can you verify & let me know ASAP on Monday if these points below should be displacement points or not.,2

 Please make every,2

 >   Could you also please forward this email on to Ted.,2

" Jason - if you have time, would you please take a look at this?",2

 Please send regrets,2

 Please get me up to speed.,2

 Please print the attachment below for me in color.,2

 pls print w/email.,2

 Please congratulate her with me and come admire her gift!,2

 Can you have Mike Swerzbin check this with Amerex.,2

 I need your help with the PG&E credit exposure diligence described in Travis,2

" done in the state of Delaware, so please send the signature pages to Jose",2

 please give him a courtesy call.,2

 * Please bring your Lexis-Nexis login ID and password.,2

 from 11,2

" Please change the demand charge for deal 157278 for 2/00 to $1,247.90.",2

 Can you help explain how the data in the attached file matches the detailed budgets and current estimates you have provided to me?,2

 Please edit it to your liking and pass it back to me.,2

" Please,  put a regular Enron NA meeeting on Mondays at 9",2

" Chris, could you",2

 Make sure you pick Hourly non-firm.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please contact the ISC Call Center at (713) 345-4727.,2

 or questions please call me at (713) 853-3399.,2

 Please review the below and let us know how you want to proceed.,2

 (Please attend only those dinners for,2

 please notify the sender immediately and delete the original.,2

 Please respond to \,2

" individual and volume licensing incentives, please review the details",2

 Please give me a call and I can elaborate on the opportunity or answer your questions.,2

 Will you forward the draft?,2

 Please review and provide me with any comments.,2

" To RSVP, please send an email directly to Patti Wals=",2

 you please explain.,2

 Please call me once you have had a chance to read through the attached memo.,2

 Please review the attached message regarding FERC approval of the NYISO,2

 Send me a towel.,2

 Please  return nominations,2

 Please look at the \,2

" Please, go ahead and make a",2

 Please review the letters,2

 PLEASE OPEN THE FOLLOWING ATTACHMENT AND SNED IN YOUR RESPONSE ASAP.,2

 just give me a call and let me know what this in regards to.,2

 Please respond to the USFMP 2000 Dues Allocation Data Request that,2

 Please prepare execution copies and let me know if there is anything else to,2

" I don't have Bev's email, so if you could please forward to her, that would=",2

 Please plan to attend a meeting tomorrow (8/15/00) at 11,2

 7. Section 16 - Please add the word \,2

 Ginger -- please put these into slide format.,2

 Please make sure to write \,2

 Please come join us.,2

" Maureen, please schedule some time on my calendar for Littlechild.",2

 Please e-mail your approval to Christine and me by noon tomorrow if,2

 Can we please get the computer equipment set up for these two,2

" To ensure a fun-filled day, please read the following carefully",2

 Please take a quick look at the attached.,2

" Can you please extend sitara deal #156657 for 3/1/00, if the deal will",2
